transaction_id,transaction_date,amount,account_type,category,business_unit,region,customer_id,vendor_id,description
TRX104146,02-06-2022,-36759.58,Expense,Utilities,Retail,East,,VEND1004,Often foot star discuss practice.
TRX104147,23-06-2023,173382.51,Revenue,Product,Online,West,CUST10162,,Most least political same.
TRX104148,05-02-2022,60357.24,Revenue,Service,Enterprise,South,CUST10213,,Fire television beautiful.
TRX104149,19-01-2022,130681.88,Revenue,Subscription,Enterprise,North,CUST10241,,Really among possible.
TRX104150,18-04-2022,180456.42,Revenue,Service,Enterprise,West,CUST10261,,Step anyone tell air gas.
TRX104151,06-03-2022,-22400.75,Expense,Rent,Retail,West,,VEND1021,Action identify also morning world less course.
TRX104152,09-01-2022,38147.49,Revenue,Subscription,Retail,East,CUST10054,,Focus decide camera Democrat with then relate.
TRX104153,25-02-2023,-47732.26,Expense,Marketing,Online,North,,VEND1059,Current threat cup positive plant success charge.
TRX104154,24-02-2022,-41593.10,Expense,Marketing,Enterprise,East,,VEND1042,Eat economy role.
TRX104155,14-06-2023,-33529.24,Expense,Utilities,Retail,West,,VEND1067,Boy certainly design again.
TRX104156,22-10-2022,85961.47,Revenue,Service,Enterprise,West,CUST10093,,Western doctor than we.
TRX104157,13-08-2023,138729.02,Revenue,Product,Enterprise,West,CUST10012,,Thank spring plan read probably evening.
TRX104158,06-07-2023,-24710.50,Expense,Utilities,Enterprise,West,,VEND1067,Political almost condition notice away.
TRX104159,28-03-2022,220394.29,Revenue,Product,Online,South,CUST10175,,Full reduce man sell risk stand.
TRX104160,27-02-2023,-18968.56,Expense,Utilities,Enterprise,North,,VEND1049,Media indeed sign.
TRX104161,18-07-2023,20980.40,Asset,Asset,Retail,West,,,Specific small truth with stuff.
TRX104162,13-08-2022,218646.12,Revenue,Subscription,Retail,East,CUST10079,,Among by toward point.
TRX104163,10-06-2022,12486.70,Liability,Liability,Online,North,,,Easy have job later fish.
TRX104164,29-06-2022,169270.21,Revenue,Product,Enterprise,South,CUST10146,,Ready speak ten people themselves move.
TRX104165,18-04-2023,102084.34,Revenue,Subscription,Enterprise,East,CUST10229,,Around politics these reason.
TRX104166,11-02-2023,20176.52,Asset,Asset,Enterprise,East,,,Executive type answer well.
TRX104167,31-05-2022,-42509.04,Expense,Rent,Online,North,,VEND1048,Write carry because actually effect some toward.
TRX104168,03-08-2022,20335.16,Equity,Equity,Online,West,,,Maybe expect build.
TRX104169,23-05-2023,-43183.16,Expense,Payroll,Enterprise,East,,VEND1075,Manage audience best argue.
TRX104170,25-01-2023,20522.90,Equity,Equity,Online,West,,,Professor herself perhaps hard size.
TRX104171,09-05-2022,-26938.47,Expense,Marketing,Online,East,,VEND1095,Any opportunity lose executive thousand whom popular.
TRX104172,11-05-2022,-60652.58,Expense,Supplies,Retail,North,,VEND1102,Trade growth truth wall far best.
TRX104173,24-12-2023,193145.95,Revenue,Subscription,Retail,West,CUST10324,,President ten send matter politics.
TRX104174,27-01-2022,156996.20,Revenue,Subscription,Online,North,CUST10296,,Market guess father price outside half.
TRX104175,02-01-2022,-32468.90,Expense,Other,Online,South,,VEND1003,Condition manage campaign guess property less like.
TRX104176,08-03-2022,-25224.33,Expense,Supplies,Enterprise,North,,VEND1025,Able color paper human now opportunity year.
TRX104177,20-05-2022,-87671.27,Expense,Rent,Retail,East,,VEND1086,Him building site environment.
TRX104178,24-07-2023,200831.53,Revenue,Product,Enterprise,East,CUST10112,,Million own bank forward figure.
TRX104179,22-09-2023,204306.40,Revenue,Product,Retail,South,CUST10115,,Amount despite discussion in we edge open.
TRX104180,07-06-2022,266716.71,Revenue,Subscription,Retail,South,CUST10037,,Result successful meeting foreign story close young officer.
TRX104181,21-08-2023,-48552.67,Expense,Payroll,Enterprise,East,,VEND1117,Think usually scene identify deep education himself have.
TRX104182,26-01-2022,-12910.50,Expense,Supplies,Online,East,,VEND1083,Speak pretty center small.
TRX104183,07-06-2023,11356.29,Liability,Liability,Retail,South,,,Official left finish accept.
TRX104184,12-05-2023,278329.93,Revenue,Product,Online,West,CUST10133,,Strong leader both dog throw.
TRX104185,10-11-2022,-53648.50,Expense,Utilities,Enterprise,East,,VEND1004,Easy sister thousand.
TRX104186,13-09-2022,204462.46,Revenue,Service,Retail,East,CUST10321,,Town exist all building.
TRX104187,30-07-2023,-38911.90,Expense,Utilities,Enterprise,North,,VEND1007,Church PM budget as.
TRX104188,28-08-2023,153974.93,Revenue,Product,Retail,West,CUST10336,,Address federal consider drug task question.
TRX104189,06-12-2022,-55038.67,Expense,Other,Online,East,,VEND1071,Nearly central push strong financial no when grow.
TRX104190,09-12-2023,171306.90,Revenue,Service,Online,South,CUST10156,,Now hard study second between laugh.
TRX104191,24-09-2022,196195.80,Revenue,Service,Enterprise,West,CUST10362,,Sort must sell agency break after.
TRX104192,10-02-2022,139048.14,Revenue,Service,Online,South,CUST10000,,Former cause camera born.
TRX104193,17-07-2023,118722.60,Revenue,Service,Enterprise,West,CUST10274,,Then court hotel nation key vote officer bring.
TRX104194,14-04-2022,-50194.55,Expense,Utilities,Online,East,,VEND1078,Door hundred discuss section national information fine.
TRX104195,03-01-2023,-5428.96,Expense,Utilities,Online,East,,VEND1103,Republican reach traditional future center charge.
TRX104196,15-01-2023,128120.75,Revenue,Subscription,Retail,North,CUST10173,,Floor size half box.
TRX104197,08-03-2023,-82086.12,Expense,Rent,Retail,North,,VEND1010,Executive for program stuff.
TRX104198,27-05-2022,-30546.52,Expense,Payroll,Retail,East,,VEND1020,Republican either its nature value under free.
TRX104199,02-05-2023,182323.54,Revenue,Service,Online,East,CUST10212,,In part relate floor.
TRX104200,24-07-2022,67625.76,Revenue,Service,Enterprise,West,CUST10220,,Soon everyone light space analysis cell.
TRX104201,16-08-2022,186891.02,Revenue,Product,Retail,South,CUST10186,,Themselves recent project contain attention.
TRX104202,29-08-2022,91641.05,Revenue,Product,Retail,East,CUST10256,,Next bad fund remember kind.
TRX104203,03-06-2023,-17904.50,Expense,Other,Enterprise,West,,VEND1043,Particular center think arm.
TRX104204,27-11-2022,81168.37,Revenue,Subscription,Online,North,CUST10261,,Nation wall to create only make computer individual.
TRX104205,26-12-2022,199170.33,Revenue,Product,Retail,South,CUST10117,,Man list election fact guess store she.
TRX104206,19-11-2022,143166.32,Revenue,Product,Retail,West,CUST10066,,Course purpose social girl book be.
TRX104207,12-01-2023,178538.55,Revenue,Subscription,Retail,West,CUST10120,,College yeah exactly industry resource event.
TRX104208,08-01-2023,-30318.05,Expense,Utilities,Online,East,,VEND1093,Say marriage wind include mission.
TRX104209,18-01-2023,217618.35,Revenue,Product,Online,North,CUST10331,,Responsibility of outside north you.
TRX104210,26-06-2023,-31453.95,Expense,Payroll,Retail,North,,VEND1066,Knowledge through right chance successful.
TRX104211,16-09-2023,-36150.21,Expense,Utilities,Online,South,,VEND1042,Never hear real interview.
TRX104212,07-07-2023,167938.58,Revenue,Product,Retail,North,CUST10298,,Nearly eight attack detail pick relate system.
TRX104213,04-04-2023,148062.08,Revenue,Subscription,Retail,North,CUST10239,,Simply few method authority series even well.
TRX104214,20-11-2023,-32046.20,Expense,Marketing,Retail,West,,VEND1064,Edge meeting only soldier central audience.
TRX104215,11-01-2023,-33084.22,Expense,Rent,Retail,West,,VEND1105,Player best cause prove.
TRX104216,27-02-2023,159224.99,Revenue,Subscription,Enterprise,North,CUST10043,,Ball blue both spring set she picture although.
TRX104217,26-12-2022,228276.43,Revenue,Subscription,Online,East,CUST10279,,Down debate result decision.
TRX104218,14-05-2022,-32579.74,Expense,Supplies,Retail,East,,VEND1102,Explain it entire answer.
TRX104219,05-07-2022,93364.44,Revenue,Product,Enterprise,North,CUST10098,,Collection water identify include.
TRX104220,24-06-2022,-41092.62,Expense,Payroll,Enterprise,West,,VEND1067,Road citizen term ability.
TRX104221,28-02-2023,118413.06,Revenue,Product,Enterprise,South,CUST10286,,Cultural Mrs again religious style maybe.
TRX104222,18-04-2022,102478.47,Revenue,Service,Retail,West,CUST10169,,Response special evening important her single.
TRX104223,15-02-2023,25020.86,Liability,Liability,Retail,East,,,Everything will source east newspaper middle lawyer.
TRX104224,30-04-2023,-81055.49,Expense,Other,Enterprise,West,,VEND1032,Center service employee technology out history build.
TRX104225,24-12-2023,96217.41,Revenue,Service,Enterprise,East,CUST10039,,Two sit start traditional.
TRX104226,09-12-2022,170491.58,Revenue,Product,Retail,South,CUST10329,,Article will civil lot.
TRX104227,29-11-2022,-44528.80,Expense,Payroll,Retail,East,,VEND1089,Rise explain final certain become across music.
TRX104228,18-12-2023,136497.59,Revenue,Subscription,Enterprise,East,CUST10159,,Arrive high candidate expert over another best.
TRX104229,21-08-2022,224292.29,Revenue,Subscription,Retail,West,CUST10237,,Bit power stage democratic goal instead.
TRX104230,30-09-2023,116231.88,Revenue,Product,Enterprise,East,CUST10069,,Inside represent respond social cup language.
TRX104231,29-04-2022,-52850.26,Expense,Rent,Retail,West,,VEND1048,Good bit management administration size up.
TRX104232,05-02-2023,-62126.62,Expense,Utilities,Enterprise,North,,VEND1054,Join action suddenly learn successful chair business someone.
TRX104233,20-01-2023,-15117.51,Expense,Utilities,Online,South,,VEND1103,Test goal company else try.
TRX104234,21-02-2022,-31440.62,Expense,Other,Enterprise,West,,VEND1115,Raise consumer or husband pick poor.
TRX104235,06-12-2023,24476.38,Asset,Asset,Online,North,,,Spend manage soon general view head.
TRX104236,11-08-2023,17253.01,Asset,Asset,Enterprise,North,,,Technology deep method several her enough.
TRX104237,06-04-2022,-64940.13,Expense,Other,Online,East,,VEND1040,Teacher raise enough ok movement board.
TRX104238,01-06-2022,213180.25,Revenue,Product,Enterprise,South,CUST10359,,By operation each executive.
TRX104239,05-06-2023,-87349.87,Expense,Payroll,Online,East,,VEND1056,Something since nice around.
TRX104240,08-11-2022,-30748.09,Expense,Marketing,Online,North,,VEND1111,Office while its reveal though.
TRX104241,19-11-2023,-57911.73,Expense,Supplies,Online,East,,VEND1112,Run race executive writer almost try local.
TRX104242,08-07-2022,-32837.24,Expense,Other,Enterprise,North,,VEND1064,Role door lot.
TRX104243,28-01-2022,168384.56,Revenue,Product,Retail,North,CUST10184,,Enter world part full most environmental student nation.
TRX104244,20-07-2022,-23791.61,Expense,Payroll,Retail,North,,VEND1000,Policy training past like quite.
TRX104245,05-12-2022,-50602.71,Expense,Payroll,Enterprise,West,,VEND1036,Side find range picture.
TRX104246,06-05-2022,20021.98,Liability,Liability,Retail,North,,,Test year I positive father truth.
TRX104247,13-04-2022,-44564.35,Expense,Marketing,Enterprise,West,,VEND1021,Spring fill start government read magazine certain.
TRX104248,30-03-2022,212437.64,Revenue,Service,Online,South,CUST10057,,Sign hotel market huge always.
TRX104249,10-06-2022,-2000.00,Expense,Other,Retail,North,,VEND1024,Its change significant either sound.
TRX104250,15-10-2023,-43414.34,Expense,Supplies,Retail,South,,VEND1112,Adult system relate case want including establish.
TRX104251,21-12-2023,13762.25,Equity,Equity,Online,South,,,Song year magazine herself.
TRX104252,30-07-2022,207615.42,Revenue,Subscription,Online,South,CUST10118,,About model trouble century almost mean person.
TRX104253,09-06-2023,-10814.20,Expense,Other,Retail,West,,VEND1033,Likely sport culture win cultural choice lay seat.
TRX104254,02-11-2023,191547.26,Revenue,Service,Retail,East,CUST10198,,Stay minute development.
TRX104255,19-01-2023,176569.74,Revenue,Service,Online,West,CUST10153,,Order expect lay how market its still.
TRX104256,09-05-2022,206054.18,Revenue,Product,Online,West,CUST10228,,Imagine old program voice health lay edge stop.
TRX104257,26-08-2022,-17007.40,Expense,Payroll,Enterprise,North,,VEND1015,Game voice beautiful.
TRX104258,25-09-2022,247037.99,Revenue,Service,Online,South,CUST10302,,Attention community stop region live its.
TRX104259,05-01-2022,12995.17,Equity,Equity,Online,North,,,Too cause I peace win.
TRX104260,24-11-2023,160292.66,Revenue,Service,Retail,North,CUST10145,,Floor southern market author participant.
TRX104261,02-05-2022,-29495.32,Expense,Rent,Online,East,,VEND1038,Buy during local very.
TRX104262,25-09-2022,129516.46,Revenue,Subscription,Online,South,CUST10308,,Foreign north later work.
TRX104263,21-12-2023,-14643.53,Expense,Other,Retail,North,,VEND1085,Staff magazine two half success over sister.
TRX104264,30-11-2022,181892.59,Revenue,Service,Enterprise,South,CUST10051,,Amount likely factor case free.
TRX104265,19-12-2022,-27076.94,Expense,Marketing,Enterprise,East,,VEND1052,Look role few western.
TRX104266,17-06-2023,-35336.53,Expense,Supplies,Online,South,,VEND1060,Really name floor so usually control movie.
TRX104267,11-12-2022,-45700.08,Expense,Rent,Enterprise,North,,VEND1105,Gas stay interest hot instead.
TRX104268,22-09-2022,-37622.80,Expense,Marketing,Retail,East,,VEND1057,Around this material include themselves expect as.
TRX104269,23-05-2022,-52270.31,Expense,Payroll,Enterprise,West,,VEND1018,His always sure spring central guess try.
TRX104270,17-05-2022,-92082.58,Expense,Supplies,Enterprise,North,,VEND1083,Hand drive though also perhaps.
TRX104271,11-03-2022,23494.76,Asset,Asset,Enterprise,South,,,Camera manage gas dream treat need along.
TRX104272,11-05-2022,-2000.00,Expense,Payroll,Enterprise,South,,VEND1086,Wind hundred team room message.
TRX104273,25-04-2023,-15761.73,Expense,Marketing,Retail,South,,VEND1105,Up couple able voice determine dog their.
TRX104274,10-09-2023,-20922.45,Expense,Rent,Online,South,,VEND1038,Budget support score dark keep night.
TRX104275,22-12-2022,-39134.48,Expense,Rent,Enterprise,North,,VEND1029,Keep too morning speak several fire study.
TRX104276,26-12-2023,201166.17,Revenue,Service,Online,West,CUST10127,,Other material their role economy bill natural.
TRX104277,18-10-2023,164632.10,Revenue,Product,Online,East,CUST10289,,Score again audience maybe police avoid dark region.
TRX104278,01-07-2023,32570.96,Asset,Asset,Online,East,,,Animal sport where treatment shoulder.
TRX104279,15-12-2023,182812.79,Revenue,Product,Enterprise,West,CUST10189,,Image very meet civil mind foreign show.
TRX104280,01-09-2022,-68213.15,Expense,Payroll,Enterprise,North,,VEND1110,Car end public role town director.
TRX104281,20-08-2022,-24283.68,Expense,Marketing,Online,East,,VEND1080,Or music eat security she top.
TRX104282,04-11-2022,141406.12,Revenue,Subscription,Online,South,CUST10291,,Face oil college physical pull understand field.
TRX104283,26-07-2022,146082.02,Revenue,Product,Enterprise,East,CUST10193,,Improve task standard power.
TRX104284,01-05-2023,179377.64,Revenue,Product,Online,South,CUST10154,,Mean maintain that old.
TRX104285,10-04-2022,178779.12,Revenue,Product,Enterprise,North,CUST10001,,May could some attack.
TRX104286,04-08-2023,-52323.26,Expense,Payroll,Online,North,,VEND1071,Argue present sister instead sure trial far song.
TRX104287,26-04-2022,-56444.20,Expense,Marketing,Retail,West,,VEND1033,Peace kind rise interest college.
TRX104288,11-02-2023,102786.64,Revenue,Subscription,Online,East,CUST10221,,Soon later social kid rock civil beyond.
TRX104289,05-11-2022,71566.23,Revenue,Service,Enterprise,North,CUST10054,,Cause run American oil PM.
TRX104290,20-05-2022,-23299.86,Expense,Rent,Enterprise,South,,VEND1046,Financial top respond car.
TRX104291,19-07-2023,-15692.58,Expense,Utilities,Retail,East,,VEND1080,Risk interview strong continue thing.
TRX104292,12-08-2023,-67344.32,Expense,Rent,Retail,West,,VEND1055,Be cultural low big.
TRX104293,15-09-2023,-57626.76,Expense,Supplies,Online,West,,VEND1032,Among writer PM away concern almost note.
TRX104294,26-12-2022,160163.11,Revenue,Product,Retail,West,CUST10062,,Pretty total material.
TRX104295,22-02-2022,118357.56,Revenue,Subscription,Retail,South,CUST10243,,Kid subject nor cover box feeling lot.
TRX104296,09-03-2023,125163.23,Revenue,Product,Online,South,CUST10079,,Score stand garden send wrong career.
TRX104297,12-10-2022,-27860.80,Expense,Payroll,Retail,West,,VEND1011,Green pressure continue health.
TRX104298,22-07-2023,120019.47,Revenue,Service,Online,North,CUST10247,,Over yourself issue.
TRX104299,16-09-2023,-42285.15,Expense,Supplies,Retail,South,,VEND1005,Return citizen matter western doctor.
TRX104300,28-07-2023,147848.28,Revenue,Service,Retail,South,CUST10063,,Moment seem apply hour human occur.
TRX104301,18-02-2023,111365.61,Revenue,Service,Enterprise,West,CUST10000,,Anything appear course bank hotel.
TRX104302,19-11-2022,-37976.38,Expense,Marketing,Retail,South,,VEND1008,Church beat machine kitchen hit find challenge.
TRX104303,05-01-2022,66897.66,Revenue,Service,Retail,West,CUST10077,,Store reach grow teacher change our.
TRX104304,30-04-2022,16640.21,Equity,Equity,Enterprise,North,,,Step north body decade deep.
TRX104305,11-01-2023,-26207.46,Expense,Other,Enterprise,South,,VEND1089,Develop pull opportunity seem.
TRX104306,10-01-2022,152909.66,Revenue,Subscription,Online,East,CUST10149,,Many room evening television crime across painting.
TRX104307,18-05-2023,207510.36,Revenue,Product,Enterprise,South,CUST10062,,Part page far major even figure.
TRX104308,07-10-2022,219221.51,Revenue,Service,Enterprise,West,CUST10043,,Tree skill important girl movie room.
TRX104309,06-02-2022,128534.35,Revenue,Product,Retail,West,CUST10328,,Full question not film last fall clear event.
TRX104310,22-08-2023,133877.10,Revenue,Service,Enterprise,West,CUST10012,,Future network American.
TRX104311,01-09-2023,-45394.68,Expense,Other,Online,North,,VEND1118,Particularly almost with.
TRX104312,04-07-2022,294074.63,Revenue,Product,Online,South,CUST10108,,Movement change security something race.
TRX104313,15-12-2023,224521.26,Revenue,Product,Retail,East,CUST10203,,Ability subject participant nice statement.
TRX104314,25-11-2023,-39342.75,Expense,Payroll,Enterprise,East,,VEND1018,Air different do education mouth.
TRX104315,17-07-2023,-2000.00,Expense,Utilities,Retail,East,,VEND1067,Wall sister loss Mrs action move meet group.
TRX104316,26-03-2023,-52404.81,Expense,Supplies,Online,South,,VEND1102,Firm thank ready all someone.
TRX104317,18-11-2023,220847.80,Revenue,Product,Retail,West,CUST10000,,Maybe money difference laugh.
TRX104318,19-06-2022,-58727.89,Expense,Utilities,Enterprise,West,,VEND1007,Gas speak even action.
TRX104319,08-03-2022,-44904.24,Expense,Supplies,Online,West,,VEND1060,Indicate phone if city whom increase impact.
TRX104320,07-04-2023,117937.20,Revenue,Subscription,Enterprise,West,CUST10317,,Next ever show hair.
TRX104321,04-09-2023,10831.45,Asset,Asset,Enterprise,South,,,Serious government data space country.
TRX104322,28-08-2023,16558.82,Revenue,Service,Enterprise,East,CUST10275,,Theory difference option include station them.
TRX104323,09-06-2023,-28271.64,Expense,Other,Enterprise,South,,VEND1047,Full four car shoulder movement cultural firm.
TRX104324,11-07-2022,151040.73,Revenue,Product,Enterprise,East,CUST10315,,Work police probably.
TRX104325,25-09-2022,132458.56,Revenue,Product,Retail,South,CUST10037,,Level if reality.
TRX104326,11-05-2022,-51324.86,Expense,Utilities,Online,South,,VEND1080,Newspaper professional against enter cost.
TRX104327,01-08-2022,148528.39,Revenue,Subscription,Enterprise,East,CUST10017,,Avoid teacher finish read that.
TRX104328,15-04-2023,25650.39,Equity,Equity,Online,West,,,Ask quite begin specific leg.
TRX104329,18-06-2023,136950.59,Revenue,Subscription,Retail,North,CUST10002,,Child offer region majority participant.
TRX104330,06-02-2022,-44864.88,Expense,Rent,Enterprise,South,,VEND1114,Least foot music against challenge operation.
TRX104331,22-06-2023,189949.71,Revenue,Subscription,Online,South,CUST10334,,Congress participant budget.
TRX104332,21-07-2023,-44004.03,Expense,Supplies,Enterprise,South,,VEND1005,Usually tonight full return consumer.
TRX104333,10-02-2022,92869.75,Revenue,Service,Enterprise,South,CUST10042,,Most discussion really remain edge us.
TRX104334,04-04-2022,135871.87,Revenue,Service,Online,South,CUST10355,,Ball majority theory dream federal mother court.
TRX104335,22-02-2023,32621.33,Equity,Equity,Online,South,,,Age cover board.
TRX104336,01-07-2023,79033.88,Revenue,Subscription,Retail,East,CUST10293,,Discuss within dream final.
TRX104337,27-10-2023,85041.15,Revenue,Subscription,Retail,East,CUST10305,,Daughter rich executive top.
TRX104338,27-02-2023,162638.49,Revenue,Subscription,Online,West,CUST10247,,Career quality child wait age to.
TRX104339,01-11-2023,-52420.70,Expense,Other,Enterprise,North,,VEND1080,Traditional difficult business picture training.
TRX104340,14-08-2022,-37575.88,Expense,Payroll,Retail,North,,VEND1061,Table hair long then American media sport.
TRX104341,18-01-2023,201940.03,Revenue,Subscription,Online,East,CUST10134,,Budget believe brother whom.
TRX104342,27-02-2023,246710.01,Revenue,Product,Enterprise,South,CUST10320,,Listen model section key indicate bill name.
TRX104343,19-10-2022,-52126.54,Expense,Utilities,Online,South,,VEND1117,Though safe maintain final today.
TRX104344,05-01-2023,211230.44,Revenue,Product,Online,South,CUST10256,,Partner level likely peace now difficult.
TRX104345,08-10-2023,161508.81,Revenue,Service,Retail,West,CUST10306,,Cultural meeting new budget better.
TRX104346,21-04-2023,154429.38,Revenue,Subscription,Retail,North,CUST10279,,Still them yourself member prove authority high when.
TRX104347,14-08-2023,14761.48,Liability,Liability,Online,West,,,Risk once per miss response.
TRX104348,27-10-2022,-17034.76,Expense,Marketing,Retail,North,,VEND1117,Rule take result.
TRX104349,15-07-2022,-67930.37,Expense,Other,Online,East,,VEND1096,Bar sign until stage number effect short thus.
TRX104350,02-08-2023,-54978.98,Expense,Rent,Retail,East,,VEND1105,Yeah past new let.
TRX104351,27-10-2022,174911.00,Revenue,Service,Retail,South,CUST10081,,Stay director treat kitchen any contain six.
TRX104352,20-10-2022,97801.80,Revenue,Product,Retail,West,CUST10267,,Fall cell table land need reflect begin.
TRX104353,02-01-2023,-27490.33,Expense,Supplies,Enterprise,West,,VEND1060,Yourself once result owner.
TRX104354,21-06-2023,-62665.09,Expense,Other,Enterprise,North,,VEND1031,Medical response fine your each person.
TRX104355,27-08-2022,-63731.52,Expense,Payroll,Enterprise,East,,VEND1033,Career director might ok about best girl.
TRX104356,29-04-2022,-32590.75,Expense,Supplies,Retail,West,,VEND1032,Security week score past.
TRX104357,03-09-2023,163234.87,Revenue,Service,Retail,West,CUST10280,,Expert east our also consider.
TRX104358,20-08-2022,278340.56,Revenue,Subscription,Online,West,CUST10364,,Direction evening thank trial see once fire.
TRX104359,05-10-2023,94574.91,Revenue,Subscription,Retail,East,CUST10307,,Those seem south dream sport game camera.
TRX104360,05-04-2022,14044.41,Asset,Asset,Online,West,,,Bank buy ten option college.
TRX104361,19-05-2022,-33063.30,Expense,Other,Online,South,,VEND1090,Off until watch manage.
TRX104362,05-12-2023,200167.97,Revenue,Service,Enterprise,South,CUST10155,,Mrs standard radio let early discussion.
TRX104363,30-07-2022,183002.60,Revenue,Product,Retail,North,CUST10296,,Police Mr far yourself child during reason feel.
TRX104364,14-04-2023,191470.27,Revenue,Service,Retail,North,CUST10046,,Mention although how true apply sing happy finally.
TRX104365,08-01-2022,237835.04,Revenue,Subscription,Enterprise,North,CUST10203,,Hot project structure none should ready voice ready.
TRX104366,25-03-2022,183318.17,Revenue,Service,Online,East,CUST10068,,Section food radio begin least.
TRX104367,07-11-2023,106892.95,Revenue,Product,Online,North,CUST10038,,Movie wall defense fill generation.
TRX104368,12-08-2022,-47556.54,Expense,Payroll,Enterprise,North,,VEND1119,Figure turn reality change detail cup.
TRX104369,08-10-2022,-10253.99,Expense,Other,Enterprise,North,,VEND1010,Factor town seem health box no in.
TRX104370,11-06-2023,13310.27,Asset,Asset,Retail,West,,,Recently include training base fact.
TRX104371,01-08-2022,189796.44,Revenue,Product,Online,South,CUST10029,,Writer chair southern water agent.
TRX104372,07-02-2022,-28711.18,Expense,Supplies,Enterprise,South,,VEND1065,You other talk hotel behind few fire them.
TRX104373,09-10-2022,149119.38,Revenue,Subscription,Retail,South,CUST10144,,Everything pattern affect environmental.
TRX104374,03-02-2023,118087.20,Revenue,Service,Online,East,CUST10002,,Boy experience suffer born.
TRX104375,26-07-2023,109689.14,Revenue,Service,Enterprise,North,CUST10036,,Eat ago write theory smile determine near responsibility.
TRX104376,01-01-2023,161206.06,Revenue,Subscription,Online,West,CUST10184,,Final treat budget low just able.
TRX104377,20-04-2023,-26729.82,Expense,Marketing,Retail,North,,VEND1084,Compare soldier believe street become point business.
TRX104378,07-07-2022,17278.97,Liability,Liability,Online,West,,,Subject player seem center technology.
TRX104379,05-08-2022,147303.52,Revenue,Product,Retail,South,CUST10211,,East control product available wonder consumer throw.
TRX104380,23-06-2023,154275.65,Revenue,Product,Online,South,CUST10303,,Upon represent outside mind.
TRX104381,18-03-2022,-22971.49,Expense,Payroll,Retail,North,,VEND1076,International charge authority new.
TRX104382,21-03-2023,174161.77,Revenue,Product,Enterprise,East,CUST10367,,Real heavy thought.
TRX104383,16-02-2022,-25260.91,Expense,Marketing,Online,North,,VEND1052,Finally commercial stock production rate expect.
TRX104384,08-06-2023,-53445.54,Expense,Supplies,Retail,North,,VEND1032,Most carry myself note Mr board.
TRX104385,19-05-2022,162299.53,Revenue,Service,Online,East,CUST10207,,Create manager box firm one cold during.
TRX104386,28-12-2023,132266.09,Revenue,Subscription,Enterprise,East,CUST10209,,Thousand marriage describe clear somebody property popular data.
TRX104387,18-01-2023,-23568.69,Expense,Utilities,Online,South,,VEND1049,Church exactly good gas successful similar.
TRX104388,06-01-2023,184249.64,Revenue,Service,Retail,East,CUST10009,,Myself newspaper wind old other son.
TRX104389,11-04-2022,145748.49,Revenue,Service,Retail,East,CUST10076,,Its begin time bill art month party.
TRX104390,29-09-2023,-54626.21,Expense,Supplies,Online,West,,VEND1065,Participant might doctor newspaper while sense politics left.
TRX104391,28-06-2023,-29649.20,Expense,Utilities,Retail,East,,VEND1003,Growth environment case seven bill.
TRX104392,29-12-2022,-78867.93,Expense,Other,Retail,South,,VEND1078,Side so whether.
TRX104393,31-07-2023,-57313.01,Expense,Other,Enterprise,North,,VEND1044,Recognize author buy station behavior same across.
TRX104394,09-07-2023,140789.42,Revenue,Service,Online,East,CUST10117,,Student wife recent can attack wonder attention artist.
TRX104395,04-03-2022,148755.09,Revenue,Product,Online,North,CUST10026,,Today education owner year read stock tonight clear.
TRX104396,16-07-2022,-51394.95,Expense,Payroll,Enterprise,North,,VEND1082,Can give notice wonder.
TRX104397,22-05-2023,181016.24,Revenue,Service,Enterprise,East,CUST10313,,Cut what popular human.
TRX104398,11-06-2022,-21700.67,Expense,Payroll,Enterprise,East,,VEND1102,Question child son thing less administration.
TRX104399,10-03-2022,114868.63,Revenue,Service,Enterprise,North,CUST10060,,Continue miss rather mean final direction.
TRX104400,25-01-2023,189675.64,Revenue,Subscription,Enterprise,North,CUST10337,,Gas fund money wrong.
TRX104401,03-08-2022,-42548.64,Expense,Marketing,Online,East,,VEND1030,Fund receive success mother single.
TRX104402,14-03-2022,162077.88,Revenue,Product,Online,West,CUST10260,,Hundred easy ten great.
TRX104403,16-06-2022,14577.16,Asset,Asset,Enterprise,West,,,Mention forget cause leg.
TRX104404,28-04-2023,24695.72,Equity,Equity,Retail,West,,,Book sea professional benefit effect.
TRX104405,21-12-2023,195033.06,Revenue,Product,Retail,South,CUST10209,,Community doctor evidence national worker try head.
TRX104406,03-12-2023,248614.72,Revenue,Subscription,Online,West,CUST10123,,Edge send tough rather plan reduce anything.
TRX104407,01-05-2022,50953.43,Revenue,Subscription,Retail,South,CUST10118,,Produce black power main.
TRX104408,16-11-2022,-61106.79,Expense,Other,Retail,East,,VEND1029,Tough which city edge since very value.
TRX104409,09-04-2022,-51122.01,Expense,Utilities,Retail,West,,VEND1049,Ago commercial garden.
TRX104410,05-11-2023,-27086.76,Expense,Other,Online,North,,VEND1006,Pretty role project resource threat pull.
TRX104411,26-08-2023,213167.01,Revenue,Service,Online,East,CUST10283,,Edge letter officer gun.
TRX104412,21-08-2023,-41443.74,Expense,Supplies,Enterprise,West,,VEND1025,Draw age build us style.
TRX104413,03-09-2023,142143.05,Revenue,Service,Online,East,CUST10106,,Case collection prove threat once.
TRX104414,02-10-2023,169374.41,Revenue,Subscription,Online,West,CUST10315,,Force war quality behind sea since involve.
